GISJOIN,YEAR,REGION,REGIONA,DIVISION,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUB,COUSUBA,PLACE,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHH,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSA,CBSAA,CSA,CSAA,METDIV,METDIVA,NECTA,NECTAA,CNECTA,CNECTAA,NECTADIV,NECTADIVA,UA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELM,SDELMA,SDSEC,SDSECA,SDUNI,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,UEPE001,UEQE001,UEQE002,UEQE003,UEQE004,UEQE005,UEQE006,UEQE007,UEQE008,UEQE009,UEQE010,UEZE001,UEZE002,UEZE003,UGSE001,UGSE002,UGSE003,UGSE004,UGSE005,UGSE006,UGSE007,UGSE008,UGSE009,UGSE010,UGSE011,UGSE012,UGSE013,UGSE014,UGSE015,UGSE016,UGSE017,UGSE018,UGSE019,UGSE020,UGSE021,UGSE022,UGSE023,UGSE024,UGSE025,UG7E001,UG7E002,UG7E003,UG7E004,UG7E005,UG7E006,UG7E007,UG7E008,UILE001,UJAE001,UJ8E001,UJ8E002,UJ8E003,UJ8E004,UJ8E005,UJ8E006,UJ8E007,NAME_M,UEPM001,UEQM001,UEQM002,UEQM003,UEQM004,UEQM005,UEQM006,UEQM007,UEQM008,UEQM009,UEQM010,UEZM001,UEZM002,UEZM003,UGSM001,UGSM002,UGSM003,UGSM004,UGSM005,UGSM006,UGSM007,UGSM008,UGSM009,UGSM010,UGSM011,UGSM012,UGSM013,UGSM014,UGSM015,UGSM016,UGSM017,UGSM018,UGSM019,UGSM020,UGSM021,UGSM022,UGSM023,UGSM024,UGSM025,UG7M001,UG7M002,UG7M003,UG7M004,UG7M005,UG7M006,UG7M007,UG7M008,UILM001,UJAM001,UJ8M001,UJ8M002,UJ8M003,UJ8M004,UJ8M005,UJ8M006,UJ8M007
"G4500210","2009-2013",,,,,"South Carolina","45","Cherokee County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cherokee County, South Carolina",55587,55587,42332,11133,110,310,13,796,893,69,824,55587,53478,2109,36469,605,0,19,24,134,131,124,292,447,740,919,1124,1682,1993,894,10340,2478,1976,4676,2666,3794,995,300,116,54671,6159,6391,4469,3445,5071,1387,27749,0.4628,18240,43554,24906,24888,21070,3818,18,18648,"Cherokee County, South Carolina",0,0,392,231,78,45,27,388,249,63,261,0,0,0,132,169,30,34,27,134,60,77,105,128,226,201,225,278,325,218,634,365,322,489,368,467,194,154,71,167,843,880,910,740,873,349,1368,0.0193,876,173,780,782,761,442,23,747
"G4500230","2009-2013",,,,,"South Carolina","45","Chester County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chester County, South Carolina",32879,32879,19704,12375,183,69,8,36,504,85,419,32879,32372,507,22284,319,0,22,16,8,65,39,99,214,371,572,694,1037,997,460,7322,1331,1409,2722,1832,1961,607,117,70,32429,4059,3891,2174,2135,3415,1102,15653,0.4667,18098,26053,14822,14787,12271,2516,35,11231,"Chester County, South Carolina",0,0,87,216,50,72,12,32,158,100,144,0,0,0,57,115,27,25,24,10,39,35,64,95,135,134,147,184,197,114,422,228,217,275,229,338,151,83,46,122,514,631,565,409,689,358,921,0.0232,1016,143,467,470,505,301,46,481
"G4500250","2009-2013",,,,,"South Carolina","45","Chesterfield County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chesterfield County, South Carolina",46452,46452,29990,15294,98,199,0,200,671,69,602,46452,44750,1702,31171,688,0,0,24,21,83,24,156,454,404,839,1099,1581,1698,745,10347,1702,1443,3812,2118,2595,1013,117,208,45703,5551,6686,2930,2739,4545,1400,21852,0.4619,17140,36671,20861,20831,18255,2576,30,15810,"Chesterfield County, South Carolina",0,0,214,239,80,44,27,160,214,65,218,0,0,0,99,202,27,27,31,20,67,24,65,146,131,173,220,276,346,215,528,279,245,433,329,406,220,71,113,291,749,1005,685,567,806,507,1266,0.0146,640,166,546,554,663,387,50,554
"G4500270","2009-2013",,,,,"South Carolina","45","Clarendon County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clarendon County, South Carolina",34652,34652,16430,17114,68,50,0,548,442,38,404,34652,33700,952,23518,302,0,8,78,53,117,150,180,233,179,253,879,1235,1007,569,7588,1362,1451,3136,1692,1930,894,127,95,32920,3713,4490,2579,2827,2844,1040,15427,0.4944,17665,28143,14211,14211,11466,2745,0,13932,"Clarendon County, South Carolina",0,0,151,163,49,51,27,177,163,36,163,0,0,0,165,120,27,12,66,51,64,76,94,90,72,92,189,199,188,144,452,229,264,379,240,261,197,50,57,231,609,680,526,696,569,353,939,0.0199,881,120,511,511,568,306,27,529
"G4500290","2009-2013",,,,,"South Carolina","45","Colleton County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Colleton County, South Carolina",38453,38453,22310,15438,94,3,151,253,204,37,167,38453,37367,1086,26047,387,0,0,1,12,37,36,111,475,440,405,863,1206,1092,452,8105,1113,1610,3788,2086,2442,1014,180,192,37921,2875,4935,3513,2687,4305,1723,17883,0.4583,18769,30344,17039,16967,14555,2412,72,13305,"Colleton County, South Carolina",0,0,182,289,78,5,185,172,149,51,129,0,0,0,48,136,27,27,3,17,40,45,70,189,169,121,192,242,273,127,588,234,310,605,324,357,217,85,101,240,548,841,816,677,743,634,1115,0.0201,1006,132,516,514,614,381,70,551
"G4500310","2009-2013",,,,,"South Carolina","45","Darlington County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Darlington County, South Carolina",68346,68346,38607,27899,123,318,0,424,975,14,961,68346,67158,1188,45871,777,0,35,13,116,107,139,127,503,389,925,989,1854,2285,1292,14872,2049,2344,5903,3346,5534,1821,162,289,67133,6223,9907,4216,4208,5636,1594,35349,0.4722,20105,54091,31539,31511,26608,4903,28,22552,"Darlington County, South Carolina",0,0,212,316,54,32,30,209,314,17,316,0,0,0,116,160,30,42,21,78,69,76,83,164,134,215,241,324,400,240,740,329,331,480,432,531,316,83,102,176,829,1427,847,733,813,461,1358,0.0157,752,183,690,692,735,486,29,710
"G4500330","2009-2013",,,,,"South Carolina","45","Dillon County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dillon County, South Carolina",31661,31661,15197,14773,827,39,0,434,391,0,391,31661,30854,807,20415,280,0,16,42,93,108,141,177,356,468,531,796,1423,1052,516,7124,960,950,2346,1353,1098,465,108,12,30948,5411,4346,2909,1841,2896,947,12598,0.4638,14988,24326,12951,12921,10943,1978,30,11375,"Dillon County, South Carolina",0,0,214,111,159,50,27,197,171,27,171,0,0,0,88,129,27,24,32,56,86,86,90,128,167,163,199,277,250,177,463,200,208,302,226,180,151,70,13,299,856,908,655,485,626,376,920,0.0233,854,129,592,588,567,385,38,604
"G4500350","2009-2013",,,,,"South Carolina","45","Dorchester County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dorchester County, South Carolina",139802,139802,95434,35688,875,2084,116,1342,4263,227,4036,139802,133435,6367,90423,836,0,0,50,57,155,44,182,489,191,892,1536,2157,1840,1182,23088,3419,6687,16089,9333,14296,6638,710,552,137600,7511,9086,6744,7609,9840,3274,93536,0.4057,24495,106618,70939,69613,62557,7056,1326,35679,"Dorchester County, South Carolina",0,0,556,591,182,238,52,460,738,131,723,0,0,0,166,198,30,30,77,52,104,37,104,196,85,231,361,384,293,304,1157,415,614,926,759,896,617,232,156,347,986,1160,1405,1447,1459,900,2252,0.0108,552,281,1063,1081,1130,715,291,1058
"G4500370","2009-2013",,,,,"South Carolina","45","Edgefield County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Edgefield County, South Carolina",26698,26698,15826,9890,58,96,0,392,436,147,289,26698,25259,1439,18966,346,0,11,41,4,58,90,75,220,318,284,484,692,505,418,5614,1583,1034,2527,1409,2147,787,233,86,23997,1781,2992,1455,1073,1732,794,14170,0.4532,20753,21921,11173,11151,9910,1241,22,10748,"Edgefield County, South Carolina",0,0,192,242,49,40,24,136,280,117,243,0,0,0,43,118,24,22,41,6,55,58,45,75,151,92,130,200,149,148,386,218,231,330,266,278,169,97,59,306,472,521,398,320,472,320,728,0.0310,1121,95,479,478,441,256,32,486
"G4500390","2009-2013",,,,,"South Carolina","45","Fairfield County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fairfield County, South Carolina",23589,23589,9099,13920,0,16,0,312,242,30,212,23589,23182,407,16522,298,0,0,0,6,64,26,45,61,124,345,466,477,549,617,5964,574,932,1910,1502,1554,683,179,146,23219,2914,2357,1435,1752,1706,653,12402,0.4727,20257,19093,10843,10843,9345,1498,0,8250,"Fairfield County, South Carolina",0,0,159,169,24,23,24,149,137,46,137,0,0,0,135,128,24,24,24,8,62,27,39,53,102,172,137,153,164,206,487,160,219,334,251,272,200,96,85,139,684,555,432,605,548,351,928,0.0252,1320,127,579,579,558,269,24,544
"G4500410","2009-2013",,,,,"South Carolina","45","Florence County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Florence County, South Carolina",137393,137393,76201,56755,216,1378,0,452,2391,39,2352,137393,134216,3177,90378,1346,9,39,46,54,416,292,575,864,729,1446,2014,2926,3071,1924,26641,3438,4482,13558,7251,11992,5443,1133,689,134061,11731,14833,8251,8526,9785,3676,77259,0.4687,22432,107357,66061,65902,57422,8480,159,41296,"Florence County, South Carolina",0,0,425,494,81,203,30,353,505,38,505,0,0,0,239,275,14,55,39,41,148,114,137,170,169,278,273,341,390,273,1007,391,415,820,531,590,469,249,145,539,1077,1568,1061,1127,1126,732,2097,0.0112,620,262,1078,1067,1095,669,72,1099
"G4500430","2009-2013",,,,,"South Carolina","45","Georgetown County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Georgetown County, South Carolina",60280,60280,38144,20209,39,215,16,1288,369,82,287,60280,58432,1848,43262,686,0,0,15,84,135,201,201,333,292,644,768,1197,1404,738,11870,2109,2368,6618,3774,5659,2688,1084,394,59687,5749,6914,3925,3008,4199,1216,34676,0.5006,24437,49082,26019,25916,22522,3394,103,23063,"Georgetown County, South Carolina",0,0,285,161,58,71,27,286,146,85,146,0,0,0,155,219,30,30,26,62,92,103,101,119,113,198,229,244,279,180,634,316,330,550,436,469,358,232,152,185,942,1153,752,633,805,381,1486,0.0256,1446,170,640,663,709,446,105,649
"G4500450","2009-2013",,,,,"South Carolina","45","Greenville County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Greenville County, South Carolina",459857,459857,352043,83218,1135,9477,252,5636,8096,1379,6717,459857,421738,38119,306068,4074,25,23,26,303,888,623,1096,3404,2403,3876,6434,7962,7391,5106,67263,12510,18193,42990,25886,61762,24661,5727,3442,447819,31145,39444,23442,20235,30366,11935,291252,0.4721,26643,361762,230858,230621,208962,21659,237,130904,"Greenville County, South Carolina",0,0,1144,735,194,308,38,1095,773,332,763,0,0,0,55,555,31,35,26,134,249,217,221,555,425,514,692,607,606,518,1828,732,849,1353,995,1751,1156,525,397,900,1995,2680,2108,1518,1968,1385,3802,0.0059,394,520,1946,1937,2061,1100,86,2087
"G4500470","2009-2013",,,,,"South Carolina","45","Greenwood County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Greenwood County, South Carolina",69727,69727,44612,21407,38,664,67,1711,1228,17,1211,69727,65857,3870,45829,616,0,0,41,40,238,83,188,632,457,980,1315,1906,1702,775,11364,2372,2640,6110,4254,7023,2160,467,466,67002,6761,8738,3743,3764,5277,1985,36734,0.4685,21053,55361,32759,32691,27939,4752,68,22602,"Greenwood County, South Carolina",0,0,587,432,29,60,111,666,416,22,414,0,0,0,144,182,30,30,68,42,127,54,83,227,145,242,263,328,319,210,783,378,360,550,439,655,329,179,154,500,907,1047,747,875,882,519,1493,0.0142,776,172,741,741,833,601,76,736
"G4500490","2009-2013",,,,,"South Carolina","45","Hampton County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hampton County, South Carolina",20840,20840,8901,11169,32,61,0,451,226,24,202,20840,20076,764,14058,216,0,0,15,0,35,115,83,297,213,117,464,591,951,303,4698,735,731,1907,981,997,488,77,44,19326,2627,2244,1071,1540,1470,678,9696,0.4943,19332,16643,8814,8809,7530,1279,5,7829,"Hampton County, South Carolina",0,0,144,105,24,59,24,158,94,27,88,0,0,0,110,86,24,24,19,24,26,60,58,144,108,47,129,153,205,100,325,149,176,221,188,174,162,50,42,184,493,457,298,429,423,236,645,0.0349,1900,88,357,358,372,204,6,365
"G4500510","2009-2013",,,,,"South Carolina","45","Horry County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Horry County, South Carolina",276688,276688,222383,37552,789,3228,194,7535,5007,435,4572,276688,259822,16866,195410,1397,32,32,94,100,336,358,415,1832,1043,2154,2976,5311,4827,3196,54884,7803,12917,32533,18777,29942,10978,2223,1250,273302,22297,28547,13597,16260,21376,9770,161455,0.4530,24002,227234,139561,139356,123595,15761,205,87673,"Horry County, South Carolina",0,0,1083,617,323,194,128,1136,703,160,669,0,0,0,231,254,31,41,72,75,131,169,190,383,238,355,401,624,543,397,1488,649,858,1369,935,1261,740,358,219,465,1942,2597,1358,1679,1960,1448,3726,0.0108,607,482,1496,1500,1585,861,64,1393
"G4500530","2009-2013",,,,,"South Carolina","45","Jasper County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jasper County, South Carolina",25408,25408,11372,11657,0,122,0,1840,417,25,392,25408,21704,3704,16655,204,0,0,15,18,78,87,69,176,64,295,775,764,670,324,6126,574,840,2444,1048,1514,431,83,56,24512,2358,3448,1312,3191,1660,607,11936,0.4431,17350,19951,12604,12415,10922,1493,189,7347,"Jasper County, South Carolina",0,0,528,161,24,70,24,541,235,27,240,0,0,0,205,97,24,24,24,30,105,104,77,106,42,138,282,253,218,158,576,212,199,415,252,286,158,56,64,172,673,784,469,796,537,243,974,0.0339,1041,116,624,639,626,342,143,634
"G4500550","2009-2013",,,,,"South Carolina","45","Kershaw County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kershaw County, South Carolina",61918,61918,44174,15514,241,340,0,888,761,176,585,61918,59504,2414,41950,442,0,0,0,63,82,120,29,335,250,822,1181,940,1221,865,12495,1954,2638,6882,3542,5188,2268,414,219,61433,3481,6753,4441,3390,4801,1685,36882,0.4461,22638,48495,29667,29289,25916,3373,378,18828,"Kershaw County, South Carolina",0,0,306,160,68,72,30,289,182,107,169,0,0,0,148,136,30,30,30,52,55,67,30,135,119,272,266,185,242,221,789,266,380,583,405,547,362,150,104,176,644,1090,814,723,867,502,1383,0.0222,1035,230,642,670,660,370,155,692
"G4500570","2009-2013",,,,,"South Carolina","45","Lancaster County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lancaster County, South Carolina",77946,77946,57463,18357,318,484,50,593,681,52,629,77946,74353,3593,53967,747,0,4,7,9,91,98,143,499,566,1028,1432,1902,1864,1184,15507,2905,3964,7431,4499,6951,2573,198,365,76340,8666,7348,4006,4031,4648,2620,45021,0.4414,21003,62117,35293,35260,30547,4713,33,26824,"Lancaster County, South Carolina",0,0,287,250,56,129,50,311,249,74,245,0,0,0,141,232,30,8,12,14,68,87,88,176,163,300,285,310,272,263,713,414,471,523,513,661,392,114,164,241,1152,1000,816,765,845,720,1622,0.0123,646,179,852,851,857,502,31,879
"G4500590","2009-2013",,,,,"South Carolina","45","Laurens County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Laurens County, South Carolina",66457,66457,47214,16531,64,164,136,1088,1260,102,1158,66457,63699,2758,44547,530,0,5,40,0,92,134,326,584,493,1187,1611,1963,1940,785,12673,3371,2957,6040,3340,4471,1594,288,123,64187,5508,7741,5077,4771,5258,2611,33221,0.4253,19153,52988,31178,31158,27279,3879,20,21810,"Laurens County, South Carolina",0,0,359,341,47,59,146,343,307,97,298,0,0,0,93,159,30,10,45,30,67,81,123,160,151,251,371,292,304,170,682,444,365,565,411,490,279,129,49,374,921,1031,1078,1042,756,650,1436,0.0144,659,216,713,711,755,460,23,753
"G4500610","2009-2013",,,,,"South Carolina","45","Lee County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee County, South Carolina",18890,18890,6248,11892,58,24,0,233,435,60,375,18890,18520,370,12706,156,0,0,19,0,108,68,158,143,200,401,376,669,806,356,4227,641,733,1672,813,733,331,88,8,17198,2064,2745,1355,1352,1867,757,7058,0.4458,14740,15153,7647,7647,6311,1336,0,7506,"Lee County, South Carolina",0,0,173,242,52,30,20,193,213,87,209,0,0,0,76,71,20,20,30,20,54,34,65,75,97,145,91,158,200,135,337,137,148,236,186,149,93,41,13,146,472,528,379,417,543,348,653,0.0261,1092,96,331,331,370,220,20,339
"G4500630","2009-2013",,,,,"South Carolina","45","Lexington County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lexington County, South Carolina",266575,266575,215480,38252,657,3727,108,2853,5498,744,4754,266575,251708,14867,179242,1039,48,0,32,91,267,264,327,1278,789,1710,3249,4304,4527,2778,42409,7245,10667,29952,16741,33131,13661,2801,1932,263687,15526,19334,11340,10534,19030,8421,179502,0.4228,26886,209378,141700,141116,128218,12898,584,67678,"Lexington County, South Carolina",0,0,786,454,242,277,39,783,650,249,594,0,0,0,98,217,49,30,31,86,126,149,127,330,185,283,488,548,549,385,1277,575,603,1101,941,1104,793,366,299,648,1683,1655,1198,1236,1676,1399,2384,0.0079,408,337,1318,1355,1331,866,158,1397
"G4500650","2009-2013",,,,,"South Carolina","45","McCormick County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"McCormick County, South Carolina",10091,10091,4944,4963,0,23,0,15,146,0,146,10091,9994,97,8122,71,0,0,0,16,31,15,70,12,153,236,178,558,312,70,1757,563,432,1453,713,877,451,90,64,8762,765,745,330,495,973,113,5341,0.4774,22150,8857,3691,3689,3164,525,2,5166,"McCormick County, South Carolina",0,0,33,104,18,32,18,20,95,18,95,0,0,0,84,53,18,18,18,24,36,16,56,11,67,71,83,101,95,46,222,106,123,268,182,154,133,43,44,163,254,229,136,166,276,79,398,0.0513,2505,54,283,283,284,131,4,303
"G4500670","2009-2013",,,,,"South Carolina","45","Marion County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marion County, South Carolina",32695,32695,13478,18264,176,191,0,249,337,18,319,32695,31824,871,21978,167,8,0,25,58,90,52,188,217,201,494,521,552,1029,399,8900,597,960,2951,1572,1937,893,119,48,32394,3744,5125,2260,3209,2273,1758,14025,0.4693,16531,25844,14492,14444,12130,2314,48,11352,"Marion County, South Carolina",0,0,102,219,90,178,27,75,175,27,174,0,0,0,153,93,12,27,39,52,78,64,90,113,75,154,151,150,224,137,499,160,218,363,301,325,224,61,44,85,661,779,576,835,542,616,861,0.0157,648,131,612,610,622,387,57,619
"G4500690","2009-2013",,,,,"South Carolina","45","Marlboro County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marlboro County, South Carolina",28542,28542,11855,14387,1061,91,26,299,823,153,670,28542,27715,827,19983,528,0,0,0,25,89,58,275,306,220,653,793,1148,1245,683,6490,1610,898,2242,972,1103,497,99,49,25204,3615,4119,1876,2064,2363,1224,9943,0.4659,14577,23042,10792,10789,9080,1709,3,12250,"Marlboro County, South Carolina",0,0,118,182,174,28,41,85,267,140,244,0,0,0,73,138,24,24,24,30,60,45,98,111,72,172,223,177,224,189,438,227,199,309,189,254,133,61,45,265,662,627,392,532,500,417,857,0.0361,968,135,540,539,520,249,4,586
"G4500710","2009-2013",,,,,"South Carolina","45","Newberry County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Newberry County, South Carolina",37514,37514,23205,11069,10,189,0,2097,944,99,845,37514,34787,2727,25236,458,0,0,20,47,61,48,225,410,231,746,668,1109,1041,770,6796,1290,1133,2874,2538,3184,1225,218,144,36288,3133,3118,2252,1600,3880,1030,21275,0.4434,21591,29997,18059,18002,15958,2044,57,11938,"Newberry County, South Carolina",0,0,260,352,19,187,27,313,300,103,292,0,0,0,86,163,27,27,35,64,53,39,121,175,103,242,189,297,253,225,528,249,227,351,386,428,211,105,75,296,586,622,482,471,699,452,1035,0.0162,938,106,601,599,628,381,57,593
"G4500730","2009-2013",,,,,"South Carolina","45","Oconee County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oconee County, South Carolina",74419,74419,66066,5559,98,403,0,850,1443,288,1155,74419,71013,3406,52614,616,0,9,23,25,152,75,216,547,655,733,1256,1908,1547,1152,14122,3493,3238,7189,4267,6720,3498,479,694,73671,6045,8022,5138,4445,5371,2370,42280,0.4686,23904,60628,32790,32737,28577,4160,53,27838,"Oconee County, South Carolina",0,0,293,260,69,87,30,281,293,138,280,0,0,0,188,181,30,15,27,25,85,58,107,175,208,206,284,271,306,232,829,348,441,613,379,574,358,123,177,215,956,1129,773,948,966,518,1673,0.0226,1203,148,713,707,804,516,41,737
"G4500750","2009-2013",,,,,"South Carolina","45","Orangeburg County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Orangeburg County, South Carolina",91836,91836,31731,57292,434,854,19,686,820,52,768,91836,90043,1793,59654,762,0,21,71,85,231,236,208,823,622,1249,1529,2161,2702,1663,18887,2247,2669,7650,4750,6694,3436,337,621,88415,11112,9880,7658,5456,9652,2563,42094,0.4691,17687,73236,40169,40129,34399,5730,40,33067,"Orangeburg County, South Carolina",0,0,245,281,127,35,41,324,300,70,289,0,0,0,80,204,30,32,59,70,109,113,85,168,169,250,335,299,387,290,854,336,310,640,413,449,437,162,159,391,1283,1242,1300,790,1343,541,1622,0.0131,490,169,734,731,746,517,35,793
"G4500770","2009-2013",,,,,"South Carolina","45","Pickens County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pickens County, South Carolina",119483,119483,105933,7695,465,1937,85,1251,2117,498,1619,119483,115643,3840,73169,751,0,1,33,34,93,193,197,613,979,1614,2062,2767,2276,1403,18181,3906,4768,9326,7149,9935,4755,696,1437,111433,10659,10374,6251,6363,9837,2589,65360,0.4551,21182,98103,57024,56932,50215,6717,92,41079,"Pickens County, South Carolina",0,0,424,290,110,168,85,399,420,257,304,0,0,0,253,183,30,3,40,34,57,93,108,159,291,295,350,345,271,235,805,353,474,755,528,574,419,165,235,738,1175,1235,1027,800,1178,686,2004,0.0136,795,195,1102,1118,1150,567,56,1082
"G4500790","2009-2013",,,,,"South Carolina","45","Richland County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Richland County, South Carolina",389708,389708,184034,178828,609,9563,290,7529,8855,1135,7720,389708,370777,18931,240720,1778,0,29,24,81,434,193,463,1506,934,2127,3372,4439,5475,3904,46849,7059,14666,39778,20755,52930,24396,5754,3774,359789,31046,30897,16381,17679,25354,9692,228740,0.4659,25763,312450,211274,198137,176185,21952,13137,101176,"Richland County, South Carolina",0,0,969,900,176,352,127,964,1089,499,968,0,0,0,122,370,30,27,28,72,250,87,189,332,233,322,444,438,528,488,1600,521,913,1427,1105,1489,1099,441,419,993,2159,2278,1576,1853,2277,1293,3285,0.0067,412,451,2002,2046,2153,1252,884,1940
"G4500810","2009-2013",,,,,"South Carolina","45","Saluda County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Saluda County, South Carolina",19895,19895,12777,5307,17,9,0,1577,208,27,181,19895,17007,2888,13633,631,0,11,22,65,102,96,136,295,233,280,378,402,395,121,5053,481,650,1507,1080,1256,341,47,51,19672,1881,2345,895,1473,2331,835,9912,0.4547,19725,15865,9089,9085,7993,1092,4,6776,"Saluda County, South Carolina",0,0,387,169,27,16,24,392,94,40,86,0,0,0,132,212,24,19,31,64,66,84,87,96,106,112,134,143,114,67,446,167,162,276,202,222,110,35,33,89,521,449,311,541,524,365,862,0.0258,1422,86,415,416,474,283,7,429
"G4500830","2009-2013",,,,,"South Carolina","45","Spartanburg County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Spartanburg County, South Carolina",286789,286789,209683,59063,652,6068,84,5851,5388,816,4572,286789,269571,17218,189144,2813,30,36,83,317,766,461,667,2262,2365,3541,4942,6081,5656,3656,48007,10175,12406,25711,18955,25971,10035,2388,1820,279042,20580,29433,16356,14939,23899,7937,165898,0.4472,21889,225225,139013,138932,123556,15376,81,86212,"Spartanburg County, South Carolina",0,0,1259,854,227,283,44,1156,738,325,684,0,0,0,55,402,42,36,61,135,207,160,176,424,359,429,596,670,533,468,1499,626,742,1050,1066,1321,715,306,318,511,1646,2079,1419,1586,2072,1149,3633,0.0081,437,352,1625,1629,1815,1097,73,1653
"G4500850","2009-2013",,,,,"South Carolina","45","Sumter County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sumter County, South Carolina",107645,107645,52520,49945,273,1343,0,1224,2340,239,2101,107645,103947,3698,68820,923,12,2,8,33,271,140,341,495,505,1027,1720,2744,2722,1234,18550,2509,4626,11393,6348,8356,3818,631,412,104766,9372,9369,6813,6865,11798,2994,57555,0.4373,20340,83450,50397,47805,41056,6749,2592,33053,"Sumter County, South Carolina",0,0,450,506,140,108,30,426,496,185,489,0,0,0,143,271,16,5,13,26,132,82,146,141,145,192,307,378,354,313,854,340,452,726,576,633,451,137,150,336,1171,1303,1122,1161,1230,607,1864,0.0160,598,218,857,946,914,634,385,837
"G4500870","2009-2013",,,,,"South Carolina","45","Union County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Union County, South Carolina",28594,28594,19029,8734,43,50,0,65,673,76,597,28594,28295,299,19816,401,0,0,0,33,46,93,59,192,208,470,548,941,930,409,6426,1006,1308,2595,1598,1710,739,49,55,28183,2456,3201,1419,2603,3237,1063,14204,0.4503,19037,23040,12669,12606,10641,1965,63,10371,"Union County, South Carolina",0,0,51,245,28,61,24,69,255,41,249,0,0,0,114,112,24,24,24,25,40,56,38,81,71,115,129,188,210,144,369,158,202,304,201,239,187,38,30,131,517,501,303,622,555,355,828,0.0160,717,98,394,403,495,274,63,408
"G4500890","2009-2013",,,,,"South Carolina","45","Williamsburg County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Williamsburg County, South Carolina",33944,33944,10713,22544,48,79,0,232,328,113,215,33944,33238,706,23250,657,0,0,0,10,282,29,185,399,164,669,564,967,929,350,8214,1091,1098,3028,1774,1774,812,192,62,31960,3505,6348,2416,2203,2694,1047,13747,0.4828,14845,27042,12597,12597,10932,1665,0,14445,"Williamsburg County, South Carolina",0,0,92,172,44,97,27,86,147,79,135,0,0,0,130,193,27,27,27,14,128,31,98,146,83,168,153,222,219,120,542,267,222,362,294,288,215,110,63,344,662,819,602,546,700,392,1191,0.0149,854,147,474,474,478,337,27,518
